date,year,area,state,abbr,lon,lat,risk_events,severity
2019-04-01,2019,NSW Region 1,New South Wales,NSW,141.79,-34.17,110,4.0
2019-04-01,2019,QLD Region 8,Queensland,QLD,152.36,-22.4,26,4.6
2019-04-01,2019,VIC Region 2,Victoria,VIC,147.17,-37.78,41,4.1
2019-04-01,2019,WA Region 4,Western Australia,WA,114.33,-27.32,201,3.8
2019-04-01,2019,QLD Region 5,Queensland,QLD,147.0,-25.35,56,4.5
2019-04-01,2019,VIC Region 3,Victoria,VIC,144.14,-36.65,64,3.9
2019-04-01,2019,NT Region 1,Northern Territory,NT,130.31,-21.64,8,4.3
2019-04-01,2019,WA Region 5,Western Australia,WA,113.99,-18.42,105,4.8
2019-04-01,2019,VIC Region 6,Victoria,VIC,148.91,-36.24,160,4.2
2019-04-01,2019,NSW Region 7,New South Wales,NSW,146.09,-29.31,93,3.9
2019-04-01,2019,VIC Region 12,Victoria,VIC,143.6,-38.57,267,4.0
2019-04-01,2019,QLD Region 2,Queensland,QLD,151.03,-11.52,107,4.0
2019-04-01,2019,WA Region 3,Western Australia,WA,120.85,-22.44,89,3.8
2019-04-01,2019,SA Region 4,South Australia,SA,131.02,-30.3,106,4.5
2019-04-01,2019,QLD Region 11,Queensland,QLD,146.38,-15.86,183,4.7
2019-04-01,2019,NSW Region 5,New South Wales,NSW,148.2,-35.82,59,4.1
2019-04-01,2019,NT Region 4,Northern Territory,NT,129.77,-19.74,7,4.3
2019-04-01,2019,VIC Region 11,Victoria,VIC,142.81,-37.16,138,3.9
2019-04-01,2019,QLD Region 12,Queensland,QLD,148.09,-14.98,524,4.1
2019-04-01,2019,QLD Region 6,Queensland,QLD,142.73,-20.46,288,4.2
2019-07-01,2019,NSW Region 12,New South Wales,NSW,142.48,-36.81,131,4.7
2019-07-01,2019,NSW Region 3,New South Wales,NSW,143.67,-30.11,77,4.3
2019-07-01,2019,WA Region 2,Western Australia,WA,119.41,-20.08,290,4.2
2019-07-01,2019,QLD Region 11,Queensland,QLD,146.38,-15.86,243,4.2
2019-07-01,2019,VIC Region 3,Victoria,VIC,144.14,-36.65,66,4.1
2019-07-01,2019,SA Region 7,South Australia,SA,134.49,-28.35,27,4.7
2019-07-01,2019,VIC Region 11,Victoria,VIC,142.81,-37.16,135,4.3
2019-07-01,2019,VIC Region 2,Victoria,VIC,147.17,-37.78,38,4.0
2019-07-01,2019,WA Region 1,Western Australia,WA,120.57,-28.81,118,4.7
2019-07-01,2019,QLD Region 2,Queensland,QLD,151.03,-11.52,182,4.6
2019-07-01,2019,SA Region 6,South Australia,SA,134.79,-27.58,83,4.1
2019-07-01,2019,QLD Region 9,Queensland,QLD,149.01,-22.61,95,4.8
2019-07-01,2019,QLD Region 6,Queensland,QLD,142.73,-20.46,180,4.8
2019-07-01,2019,NSW Region 6,New South Wales,NSW,144.12,-32.31,61,4.5
2019-07-01,2019,QLD Region 1,Queensland,QLD,141.26,-15.33,146,4.9
2019-07-01,2019,ACT Region 2,Australian Capital Territory,ACT,149.28,-35.68,38,4.4
2019-07-01,2019,VIC Region 7,Victoria,VIC,146.57,-37.29,118,4.1
2019-07-01,2019,NT Region 3,Northern Territory,NT,130.85,-14.99,22,4.8
2019-07-01,2019,TAS Region 5,Tasmania,TAS,146.04,-42.19,23,4.1
2019-07-01,2019,NSW Region 13,New South Wales,NSW,145.92,-35.82,164,4.0
2019-10-01,2019,NSW Region 1,New South Wales,NSW,141.79,-34.17,106,3.7
2019-10-01,2019,NSW Region 3,New South Wales,NSW,143.67,-30.11,51,4.1
2019-10-01,2019,ACT Region 3,Australian Capital Territory,ACT,148.86,-35.71,28,3.8
2019-10-01,2019,QLD Region 12,Queensland,QLD,148.09,-14.98,441,3.9
2019-10-01,2019,WA Region 6,Western Australia,WA,127.24,-32.15,55,4.6
2019-10-01,2019,VIC Region 5,Victoria,VIC,141.4,-38.69,159,4.2
2019-10-01,2019,SA Region 3,South Australia,SA,134.63,-30.95,138,4.3
2019-10-01,2019,NSW Region 9,New South Wales,NSW,151.53,-34.25,242,4.8
2019-10-01,2019,VIC Region 8,Victoria,VIC,146.7,-37.99,91,4.1
2019-10-01,2019,WA Region 8,Western Australia,WA,117.35,-31.42,107,4.2
2019-10-01,2019,TAS Region 4,Tasmania,TAS,147.2,-41.53,46,4.7
2019-10-01,2019,QLD Region 7,Queensland,QLD,139.37,-19.65,121,4.9
2019-10-01,2019,SA Region 1,South Australia,SA,129.64,-34.41,85,4.6
2019-10-01,2019,QLD Region 9,Queensland,QLD,149.01,-22.61,145,4.4
2019-10-01,2019,NT Region 1,Northern Territory,NT,130.31,-21.64,8,4.7
2019-10-01,2019,WA Region 7,Western Australia,WA,118.77,-16.45,231,4.1
2019-10-01,2019,NSW Region 10,New South Wales,NSW,141.44,-36.71,207,4.1
2019-10-01,2019,QLD Region 4,Queensland,QLD,150.82,-23.9,200,4.7
2019-10-01,2019,NSW Region 13,New South Wales,NSW,145.92,-35.82,138,4.2
2019-10-01,2019,TAS Region 1,Tasmania,TAS,144.98,-41.18,13,4.0
2020-01-01,2020,ACT Region 1,Australian Capital Territory,ACT,148.96,-35.52,31,3.9
2020-01-01,2020,NSW Region 8,New South Wales,NSW,142.53,-30.93,135,3.9
2020-01-01,2020,WA Region 5,Western Australia,WA,113.99,-18.42,82,3.9
2020-01-01,2020,QLD Region 6,Queensland,QLD,142.73,-20.46,193,4.4
2020-01-01,2020,WA Region 3,Western Australia,WA,120.85,-22.44,89,4.5
2020-01-01,2020,WA Region 2,Western Australia,WA,119.41,-20.08,286,4.6
2020-01-01,2020,SA Region 1,South Australia,SA,129.64,-34.41,123,4.3
2020-01-01,2020,WA Region 7,Western Australia,WA,118.77,-16.45,131,4.4
2020-01-01,2020,WA Region 6,Western Australia,WA,127.24,-32.15,67,4.0
2020-01-01,2020,NT Region 3,Northern Territory,NT,130.85,-14.99,23,4.5
2020-01-01,2020,NSW Region 14,New South Wales,NSW,152.12,-36.68,105,4.1
2020-01-01,2020,VIC Region 10,Victoria,VIC,141.57,-38.55,39,4.5
2020-01-01,2020,QLD Region 5,Queensland,QLD,147.0,-25.35,64,4.1
2020-01-01,2020,SA Region 7,South Australia,SA,134.49,-28.35,36,4.0
2020-01-01,2020,QLD Region 8,Queensland,QLD,152.36,-22.4,30,4.2
2020-01-01,2020,TAS Region 1,Tasmania,TAS,144.98,-41.18,11,3.9
2020-01-01,2020,TAS Region 5,Tasmania,TAS,146.04,-42.19,23,4.1
2020-01-01,2020,SA Region 2,South Australia,SA,130.96,-29.16,99,3.9
2020-01-01,2020,NSW Region 13,New South Wales,NSW,145.92,-35.82,104,4.6
2020-01-01,2020,NSW Region 9,New South Wales,NSW,151.53,-34.25,189,4.6
2020-04-01,2020,QLD Region 10,Queensland,QLD,143.89,-17.34,119,4.6
2020-04-01,2020,WA Region 1,Western Australia,WA,120.57,-28.81,134,3.9
2020-04-01,2020,TAS Region 5,Tasmania,TAS,146.04,-42.19,27,4.6
2020-04-01,2020,NSW Region 14,New South Wales,NSW,152.12,-36.68,78,3.9
2020-04-01,2020,TAS Region 3,Tasmania,TAS,147.69,-41.3,35,4.2
2020-04-01,2020,SA Region 3,South Australia,SA,134.63,-30.95,153,3.9
2020-04-01,2020,NSW Region 2,New South Wales,NSW,145.87,-31.23,231,4.0
2020-04-01,2020,VIC Region 6,Victoria,VIC,148.91,-36.24,227,3.8
2020-04-01,2020,WA Region 6,Western Australia,WA,127.24,-32.15,61,4.2
2020-04-01,2020,QLD Region 2,Queensland,QLD,151.03,-11.52,192,4.7
2020-04-01,2020,NT Region 4,Northern Territory,NT,129.77,-19.74,10,4.4
2020-04-01,2020,QLD Region 3,Queensland,QLD,139.76,-22.66,123,4.9
2020-04-01,2020,QLD Region 8,Queensland,QLD,152.36,-22.4,31,3.9
2020-04-01,2020,ACT Region 2,Australian Capital Territory,ACT,149.28,-35.68,47,4.1
2020-04-01,2020,SA Region 5,South Australia,SA,138.1,-35.83,137,4.5
2020-04-01,2020,NSW Region 7,New South Wales,NSW,146.09,-29.31,71,4.3
2020-04-01,2020,WA Region 3,Western Australia,WA,120.85,-22.44,85,4.8
2020-04-01,2020,QLD Region 7,Queensland,QLD,139.37,-19.65,84,4.4
2020-04-01,2020,VIC Region 4,Victoria,VIC,144.48,-36.78,75,3.8
2020-04-01,2020,TAS Region 1,Tasmania,TAS,144.98,-41.18,15,4.1
2020-07-01,2020,TAS Region 2,Tasmania,TAS,147.61,-43.05,40,4.0
2020-07-01,2020,QLD Region 2,Queensland,QLD,151.03,-11.52,112,4.2
2020-07-01,2020,VIC Region 5,Victoria,VIC,141.4,-38.69,115,3.7
2020-07-01,2020,NT Region 3,Northern Territory,NT,130.85,-14.99,21,4.6
2020-07-01,2020,NSW Region 10,New South Wales,NSW,141.44,-36.71,177,4.1
2020-07-01,2020,NT Region 2,Northern Territory,NT,129.68,-25.0,5,4.3
2020-07-01,2020,QLD Region 1,Queensland,QLD,141.26,-15.33,136,4.5
2020-07-01,2020,WA Region 1,Western Australia,WA,120.57,-28.81,96,4.5
2020-07-01,2020,TAS Region 4,Tasmania,TAS,147.2,-41.53,62,4.5
2020-07-01,2020,VIC Region 3,Victoria,VIC,144.14,-36.65,51,3.6
2020-07-01,2020,VIC Region 12,Victoria,VIC,143.6,-38.57,458,3.7
2020-07-01,2020,NSW Region 13,New South Wales,NSW,145.92,-35.82,142,4.6
2020-07-01,2020,NSW Region 2,New South Wales,NSW,145.87,-31.23,200,4.0
2020-07-01,2020,QLD Region 3,Queensland,QLD,139.76,-22.66,141,4.6
2020-07-01,2020,SA Region 4,South Australia,SA,131.02,-30.3,72,4.0
2020-07-01,2020,TAS Region 1,Tasmania,TAS,144.98,-41.18,20,4.5
2020-07-01,2020,VIC Region 7,Victoria,VIC,146.57,-37.29,99,4.3
2020-07-01,2020,TAS Region 5,Tasmania,TAS,146.04,-42.19,24,4.2
2020-07-01,2020,QLD Region 6,Queensland,QLD,142.73,-20.46,189,4.4
2020-07-01,2020,VIC Region 1,Victoria,VIC,141.67,-37.19,146,3.7
2020-10-01,2020,QLD Region 3,Queensland,QLD,139.76,-22.66,125,4.5
2020-10-01,2020,SA Region 3,South Australia,SA,134.63,-30.95,153,4.7
2020-10-01,2020,QLD Region 7,Queensland,QLD,139.37,-19.65,89,4.0
2020-10-01,2020,WA Region 2,Western Australia,WA,119.41,-20.08,195,4.2
2020-10-01,2020,QLD Region 10,Queensland,QLD,143.89,-17.34,114,4.2
2020-10-01,2020,TAS Region 5,Tasmania,TAS,146.04,-42.19,25,4.4
2020-10-01,2020,QLD Region 6,Queensland,QLD,142.73,-20.46,261,4.8
2020-10-01,2020,NSW Region 9,New South Wales,NSW,151.53,-34.25,256,4.7
2020-10-01,2020,NSW Region 12,New South Wales,NSW,142.48,-36.81,106,4.3
2020-10-01,2020,SA Region 5,South Australia,SA,138.1,-35.83,118,4.2
2020-10-01,2020,NT Region 1,Northern Territory,NT,130.31,-21.64,7,4.2
2020-10-01,2020,QLD Region 9,Queensland,QLD,149.01,-22.61,154,4.6
2020-10-01,2020,NT Region 4,Northern Territory,NT,129.77,-19.74,8,4.1
2020-10-01,2020,VIC Region 10,Victoria,VIC,141.57,-38.55,31,4.0
2020-10-01,2020,WA Region 6,Western Australia,WA,127.24,-32.15,45,3.8
2020-10-01,2020,VIC Region 1,Victoria,VIC,141.67,-37.19,228,4.5
2020-10-01,2020,VIC Region 3,Victoria,VIC,144.14,-36.65,69,4.0
2020-10-01,2020,NSW Region 8,New South Wales,NSW,142.53,-30.93,116,4.6
2020-10-01,2020,NT Region 2,Northern Territory,NT,129.68,-25.0,6,5.0
2020-10-01,2020,VIC Region 12,Victoria,VIC,143.6,-38.57,313,4.3
2021-01-01,2021,VIC Region 2,Victoria,VIC,147.17,-37.78,45,4.5
2021-01-01,2021,NSW Region 14,New South Wales,NSW,152.12,-36.68,79,4.0
2021-01-01,2021,NSW Region 12,New South Wales,NSW,142.48,-36.81,149,4.2
2021-01-01,2021,NSW Region 10,New South Wales,NSW,141.44,-36.71,225,3.9
2021-01-01,2021,NSW Region 13,New South Wales,NSW,145.92,-35.82,161,4.2
2021-01-01,2021,SA Region 5,South Australia,SA,138.1,-35.83,174,4.6
2021-01-01,2021,WA Region 6,Western Australia,WA,127.24,-32.15,43,4.0
2021-01-01,2021,VIC Region 5,Victoria,VIC,141.4,-38.69,84,3.9
2021-01-01,2021,NSW Region 5,New South Wales,NSW,148.2,-35.82,65,3.6
2021-01-01,2021,NSW Region 11,New South Wales,NSW,149.58,-36.68,75,4.1
2021-01-01,2021,SA Region 2,South Australia,SA,130.96,-29.16,100,4.6
2021-01-01,2021,VIC Region 8,Victoria,VIC,146.7,-37.99,169,4.2
2021-01-01,2021,QLD Region 7,Queensland,QLD,139.37,-19.65,127,4.0
2021-01-01,2021,NSW Region 6,New South Wales,NSW,144.12,-32.31,47,4.2
2021-01-01,2021,TAS Region 2,Tasmania,TAS,147.61,-43.05,37,4.4
2021-01-01,2021,VIC Region 6,Victoria,VIC,148.91,-36.24,228,3.8
2021-01-01,2021,NT Region 3,Northern Territory,NT,130.85,-14.99,22,5.1
2021-01-01,2021,QLD Region 4,Queensland,QLD,150.82,-23.9,201,5.1
2021-01-01,2021,NSW Region 2,New South Wales,NSW,145.87,-31.23,211,4.4
2021-01-01,2021,TAS Region 1,Tasmania,TAS,144.98,-41.18,20,4.7
2021-04-01,2021,QLD Region 9,Queensland,QLD,149.01,-22.61,125,4.8
2021-04-01,2021,NT Region 1,Northern Territory,NT,130.31,-21.64,5,4.3
2021-04-01,2021,VIC Region 6,Victoria,VIC,148.91,-36.24,203,4.0
2021-04-01,2021,ACT Region 2,Australian Capital Territory,ACT,149.28,-35.68,47,3.8
2021-04-01,2021,NT Region 2,Northern Territory,NT,129.68,-25.0,7,4.5
2021-04-01,2021,QLD Region 4,Queensland,QLD,150.82,-23.9,185,4.3
2021-04-01,2021,NSW Region 8,New South Wales,NSW,142.53,-30.93,104,3.7
2021-04-01,2021,VIC Region 4,Victoria,VIC,144.48,-36.78,66,3.9
2021-04-01,2021,SA Region 4,South Australia,SA,131.02,-30.3,65,4.5
2021-04-01,2021,WA Region 4,Western Australia,WA,114.33,-27.32,152,4.3
2021-04-01,2021,NT Region 3,Northern Territory,NT,130.85,-14.99,27,4.6
2021-04-01,2021,NSW Region 7,New South Wales,NSW,146.09,-29.31,53,4.7
2021-04-01,2021,QLD Region 11,Queensland,QLD,146.38,-15.86,138,4.1
2021-04-01,2021,TAS Region 5,Tasmania,TAS,146.04,-42.19,27,4.2
2021-04-01,2021,QLD Region 6,Queensland,QLD,142.73,-20.46,157,4.3
2021-04-01,2021,WA Region 3,Western Australia,WA,120.85,-22.44,70,4.0
2021-04-01,2021,NSW Region 13,New South Wales,NSW,145.92,-35.82,151,3.7
2021-04-01,2021,QLD Region 7,Queensland,QLD,139.37,-19.65,80,4.7
2021-04-01,2021,NSW Region 5,New South Wales,NSW,148.2,-35.82,50,4.3
2021-04-01,2021,NSW Region 9,New South Wales,NSW,151.53,-34.25,258,4.0
2021-07-01,2021,NSW Region 3,New South Wales,NSW,143.67,-30.11,61,4.6
2021-07-01,2021,ACT Region 3,Australian Capital Territory,ACT,148.86,-35.71,27,3.6
2021-07-01,2021,WA Region 7,Western Australia,WA,118.77,-16.45,249,4.2
2021-07-01,2021,QLD Region 8,Queensland,QLD,152.36,-22.4,24,4.5
2021-07-01,2021,WA Region 6,Western Australia,WA,127.24,-32.15,47,4.5
2021-07-01,2021,QLD Region 12,Queensland,QLD,148.09,-14.98,527,4.7
2021-07-01,2021,VIC Region 1,Victoria,VIC,141.67,-37.19,165,4.0
2021-07-01,2021,VIC Region 5,Victoria,VIC,141.4,-38.69,110,3.5
2021-07-01,2021,NSW Region 7,New South Wales,NSW,146.09,-29.31,80,4.0
2021-07-01,2021,QLD Region 7,Queensland,QLD,139.37,-19.65,120,4.6
2021-07-01,2021,NSW Region 9,New South Wales,NSW,151.53,-34.25,260,4.0
2021-07-01,2021,VIC Region 4,Victoria,VIC,144.48,-36.78,63,3.5
2021-07-01,2021,VIC Region 10,Victoria,VIC,141.57,-38.55,43,3.6
2021-07-01,2021,SA Region 7,South Australia,SA,134.49,-28.35,30,4.3
2021-07-01,2021,SA Region 2,South Australia,SA,130.96,-29.16,71,4.2
2021-07-01,2021,NSW Region 5,New South Wales,NSW,148.2,-35.82,73,3.7
2021-07-01,2021,WA Region 3,Western Australia,WA,120.85,-22.44,55,4.2
2021-07-01,2021,VIC Region 12,Victoria,VIC,143.6,-38.57,360,4.2
2021-07-01,2021,NSW Region 10,New South Wales,NSW,141.44,-36.71,198,3.9
2021-07-01,2021,WA Region 8,Western Australia,WA,117.35,-31.42,143,4.2
2021-10-01,2021,TAS Region 3,Tasmania,TAS,147.69,-41.3,20,4.2
2021-10-01,2021,TAS Region 5,Tasmania,TAS,146.04,-42.19,42,4.6
2021-10-01,2021,WA Region 8,Western Australia,WA,117.35,-31.42,148,4.5
2021-10-01,2021,NSW Region 9,New South Wales,NSW,151.53,-34.25,251,4.6
2021-10-01,2021,NSW Region 1,New South Wales,NSW,141.79,-34.17,164,3.5
2021-10-01,2021,NSW Region 10,New South Wales,NSW,141.44,-36.71,254,3.9
2021-10-01,2021,NSW Region 13,New South Wales,NSW,145.92,-35.82,197,4.1
2021-10-01,2021,SA Region 6,South Australia,SA,134.79,-27.58,52,4.2
2021-10-01,2021,WA Region 5,Western Australia,WA,113.99,-18.42,94,4.2
2021-10-01,2021,VIC Region 11,Victoria,VIC,142.81,-37.16,140,4.3
2021-10-01,2021,NSW Region 4,New South Wales,NSW,143.72,-37.13,89,3.7
2021-10-01,2021,QLD Region 6,Queensland,QLD,142.73,-20.46,186,4.5
2021-10-01,2021,QLD Region 5,Queensland,QLD,147.0,-25.35,50,4.1
2021-10-01,2021,SA Region 1,South Australia,SA,129.64,-34.41,134,4.1
2021-10-01,2021,WA Region 6,Western Australia,WA,127.24,-32.15,74,4.6
2021-10-01,2021,WA Region 2,Western Australia,WA,119.41,-20.08,229,4.3
2021-10-01,2021,WA Region 4,Western Australia,WA,114.33,-27.32,186,4.1
2021-10-01,2021,NSW Region 2,New South Wales,NSW,145.87,-31.23,165,3.9
2021-10-01,2021,QLD Region 7,Queensland,QLD,139.37,-19.65,79,4.7
2021-10-01,2021,SA Region 5,South Australia,SA,138.1,-35.83,123,4.6
2022-01-01,2022,NT Region 3,Northern Territory,NT,130.85,-14.99,24,5.1
2022-01-01,2022,SA Region 5,South Australia,SA,138.1,-35.83,162,4.1
2022-01-01,2022,WA Region 4,Western Australia,WA,114.33,-27.32,198,3.8
2022-01-01,2022,QLD Region 7,Queensland,QLD,139.37,-19.65,80,4.8
2022-01-01,2022,WA Region 6,Western Australia,WA,127.24,-32.15,73,4.2
2022-01-01,2022,QLD Region 5,Queensland,QLD,147.0,-25.35,73,4.3
2022-01-01,2022,VIC Region 7,Victoria,VIC,146.57,-37.29,118,4.5
2022-01-01,2022,WA Region 5,Western Australia,WA,113.99,-18.42,63,3.9
2022-01-01,2022,TAS Region 5,Tasmania,TAS,146.04,-42.19,32,4.9
2022-01-01,2022,WA Region 7,Western Australia,WA,118.77,-16.45,181,4.3
2022-01-01,2022,TAS Region 3,Tasmania,TAS,147.69,-41.3,23,4.4
2022-01-01,2022,NSW Region 13,New South Wales,NSW,145.92,-35.82,180,3.7
2022-01-01,2022,WA Region 1,Western Australia,WA,120.57,-28.81,88,4.7
2022-01-01,2022,VIC Region 11,Victoria,VIC,142.81,-37.16,109,3.9
2022-01-01,2022,NSW Region 3,New South Wales,NSW,143.67,-30.11,83,3.7
2022-01-01,2022,QLD Region 4,Queensland,QLD,150.82,-23.9,289,4.5
2022-01-01,2022,VIC Region 3,Victoria,VIC,144.14,-36.65,51,4.2
2022-01-01,2022,VIC Region 4,Victoria,VIC,144.48,-36.78,72,3.9
2022-01-01,2022,QLD Region 2,Queensland,QLD,151.03,-11.52,145,4.5
2022-01-01,2022,SA Region 4,South Australia,SA,131.02,-30.3,70,3.8
2022-04-01,2022,VIC Region 7,Victoria,VIC,146.57,-37.29,105,3.7
2022-04-01,2022,NSW Region 3,New South Wales,NSW,143.67,-30.11,76,4.3
2022-04-01,2022,QLD Region 12,Queensland,QLD,148.09,-14.98,346,4.8
2022-04-01,2022,VIC Region 12,Victoria,VIC,143.6,-38.57,487,3.6
2022-04-01,2022,VIC Region 9,Victoria,VIC,145.34,-36.4,77,4.1
2022-04-01,2022,NSW Region 5,New South Wales,NSW,148.2,-35.82,50,4.1
2022-04-01,2022,VIC Region 5,Victoria,VIC,141.4,-38.69,111,4.1
2022-04-01,2022,QLD Region 10,Queensland,QLD,143.89,-17.34,116,4.2
2022-04-01,2022,VIC Region 8,Victoria,VIC,146.7,-37.99,115,4.0
2022-04-01,2022,NSW Region 1,New South Wales,NSW,141.79,-34.17,170,4.4
2022-04-01,2022,TAS Region 4,Tasmania,TAS,147.2,-41.53,39,4.2
2022-04-01,2022,NSW Region 13,New South Wales,NSW,145.92,-35.82,193,3.9
2022-04-01,2022,NSW Region 12,New South Wales,NSW,142.48,-36.81,125,4.7
2022-04-01,2022,NSW Region 8,New South Wales,NSW,142.53,-30.93,94,3.9
2022-04-01,2022,NSW Region 6,New South Wales,NSW,144.12,-32.31,52,4.2
2022-04-01,2022,ACT Region 2,Australian Capital Territory,ACT,149.28,-35.68,63,3.8
2022-04-01,2022,WA Region 2,Western Australia,WA,119.41,-20.08,360,4.2
2022-04-01,2022,NSW Region 9,New South Wales,NSW,151.53,-34.25,324,4.6
2022-04-01,2022,QLD Region 8,Queensland,QLD,152.36,-22.4,24,4.1
2022-04-01,2022,QLD Region 4,Queensland,QLD,150.82,-23.9,179,4.1
2022-07-01,2022,SA Region 3,South Australia,SA,134.63,-30.95,127,4.0
2022-07-01,2022,NSW Region 1,New South Wales,NSW,141.79,-34.17,92,4.1
2022-07-01,2022,TAS Region 2,Tasmania,TAS,147.61,-43.05,39,4.5
2022-07-01,2022,SA Region 7,South Australia,SA,134.49,-28.35,35,4.9
2022-07-01,2022,QLD Region 6,Queensland,QLD,142.73,-20.46,187,4.7
2022-07-01,2022,ACT Region 3,Australian Capital Territory,ACT,148.86,-35.71,30,4.0
2022-07-01,2022,NSW Region 14,New South Wales,NSW,152.12,-36.68,102,3.7
2022-07-01,2022,VIC Region 2,Victoria,VIC,147.17,-37.78,38,3.8
2022-07-01,2022,TAS Region 3,Tasmania,TAS,147.69,-41.3,36,4.0
2022-07-01,2022,NSW Region 11,New South Wales,NSW,149.58,-36.68,88,4.4
2022-07-01,2022,QLD Region 8,Queensland,QLD,152.36,-22.4,28,4.0
2022-07-01,2022,NSW Region 10,New South Wales,NSW,141.44,-36.71,174,4.5
2022-07-01,2022,QLD Region 3,Queensland,QLD,139.76,-22.66,138,4.0
2022-07-01,2022,NT Region 1,Northern Territory,NT,130.31,-21.64,7,4.7
2022-07-01,2022,TAS Region 5,Tasmania,TAS,146.04,-42.19,33,4.3
2022-07-01,2022,QLD Region 1,Queensland,QLD,141.26,-15.33,108,4.0
2022-07-01,2022,NT Region 3,Northern Territory,NT,130.85,-14.99,23,4.7
2022-07-01,2022,QLD Region 5,Queensland,QLD,147.0,-25.35,48,3.8
2022-07-01,2022,NSW Region 12,New South Wales,NSW,142.48,-36.81,145,4.3
2022-07-01,2022,QLD Region 10,Queensland,QLD,143.89,-17.34,117,4.6
2022-10-01,2022,QLD Region 11,Queensland,QLD,146.38,-15.86,173,4.9
2022-10-01,2022,NSW Region 2,New South Wales,NSW,145.87,-31.23,278,4.6
2022-10-01,2022,NSW Region 14,New South Wales,NSW,152.12,-36.68,76,4.0
2022-10-01,2022,VIC Region 2,Victoria,VIC,147.17,-37.78,37,3.7
2022-10-01,2022,TAS Region 5,Tasmania,TAS,146.04,-42.19,26,4.8
2022-10-01,2022,ACT Region 2,Australian Capital Territory,ACT,149.28,-35.68,60,3.4
2022-10-01,2022,SA Region 1,South Australia,SA,129.64,-34.41,114,4.4
2022-10-01,2022,WA Region 5,Western Australia,WA,113.99,-18.42,95,4.1
2022-10-01,2022,SA Region 6,South Australia,SA,134.79,-27.58,102,4.8
2022-10-01,2022,SA Region 2,South Australia,SA,130.96,-29.16,95,4.5
2022-10-01,2022,VIC Region 3,Victoria,VIC,144.14,-36.65,69,4.4
2022-10-01,2022,WA Region 7,Western Australia,WA,118.77,-16.45,219,3.8
2022-10-01,2022,QLD Region 3,Queensland,QLD,139.76,-22.66,113,4.2
2022-10-01,2022,NT Region 1,Northern Territory,NT,130.31,-21.64,6,4.0
2022-10-01,2022,SA Region 4,South Australia,SA,131.02,-30.3,62,4.3
2022-10-01,2022,VIC Region 12,Victoria,VIC,143.6,-38.57,382,4.4
2022-10-01,2022,VIC Region 4,Victoria,VIC,144.48,-36.78,69,4.2
2022-10-01,2022,QLD Region 8,Queensland,QLD,152.36,-22.4,33,3.9
2022-10-01,2022,TAS Region 3,Tasmania,TAS,147.69,-41.3,28,4.9
2022-10-01,2022,NSW Region 6,New South Wales,NSW,144.12,-32.31,37,4.4
